title,popularity_fixed,genero1,genero2,genero3,cluster,genres
Downhill,0.0,Drama,,,-1,Drama
Easy Virtue,0.0,Drama,Thriller,,36,Drama Thriller
The Ring,0.0,Drama,,,-1,Drama
The Lodger: A Story of the London Fog,0.012,Crime,Drama,Thriller,0,Crime Drama Thriller
The Pleasure Garden,0.0,Drama,,,0,Drama
Rounders,12.0,Drama,Crime,,-1,Drama Crime
Cube,0.25,Thriller,Science,Fiction,-1,Thriller Science Fiction
Digging to China,0.0,Drama,,,-1,Drama
Let's Talk About Sex,0.0,,,,0,
One Man's Hero,0.0,Western,Action,Drama,0,Western Action Drama
Simon Birch,20.0,Comedy,Drama,Family,130,Comedy Drama Family
Without Limits,25.0,Drama,,,-1,Drama
Seven Beauties,0.0,Comedy,Drama,Foreign,0,Comedy Drama Foreign
Swept Away,0.0,Drama,Comedy,Romance,0,Drama Comedy Romance
My Bodyguard,0.0,Drama,Family,,-1,Drama Family
Class,0.0,Comedy,Drama,,97,Comedy Drama
"Grandview, U.S.A.",0.0,Drama,,,-1,Drama
Broadcast News,20.0,Comedy,Drama,Romance,-1,Comedy Drama Romance
The Allnighter,0.0,Comedy,Romance,,-1,Comedy Romance
Working Girl,28.0,Comedy,Drama,Romance,0,Comedy Drama Romance
Stars & Bars,0.0,Comedy,,,19,Comedy
Married to the Mob,10.0,Comedy,Crime,Romance,0,Comedy Crime Romance
Say Anything...,0.0,Comedy,Drama,Romance,-1,Comedy Drama Romance
My Blue Heaven,0.0,Action,Comedy,,0,Action Comedy
Men Don't Leave,0.0,Drama,,,0,Drama
The Cabinet of Dr. Ramirez,0.0,,,,3,
Hero,42.0,Drama,Comedy,Thriller,0,Drama Comedy Thriller
Toys,0.0,Fantasy,Comedy,Science,-1,Fantasy Comedy Science
Choices,0.0,Drama,,,-1,Drama
Young Doctors in Love,0.0,Comedy,,,0,Comedy
Parasite,0.8,Horror,Science,Fiction,-1,Horror Science Fiction
No Small Affair,0.0,Comedy,Drama,Music,0,Comedy Drama Music
Blame It on Rio,0.0,Comedy,Romance,,-1,Comedy Romance
Wisdom,0.0,Crime,Drama,,-1,Crime Drama
One Crazy Summer,0.0,Drama,Comedy,Romance,0,Drama Comedy Romance
About Last Night...,0.0,Comedy,Drama,Romance,0,Comedy Drama Romance
The Seventh Sign,0.0,Horror,Thriller,Mystery,0,Horror Thriller Mystery
We're No Angels,20.0,Comedy,Crime,Drama,0,Comedy Crime Drama
Nothing but Trouble,40.0,Comedy,Adventure,,0,Comedy Adventure
The Butcher's Wife,0.0,Fantasy,Comedy,Science,0,Fantasy Comedy Science
Mortal Thoughts,8.0,Mystery,Thriller,,7,Mystery Thriller
A Few Good Men,40.0,Drama,,,0,Drama
Indecent Proposal,38.0,Drama,,,-1,Drama
Permanent Midnight,0.0,Drama,Romance,,0,Drama Romance
One True Thing,0.0,Drama,Romance,,0,Drama Romance
Rush Hour,33.0,Action,Comedy,Crime,0,Action Comedy Crime
Lilian's Story,0.0,Drama,,,0,Drama
Six-String Samurai,2.0,Action,Adventure,Science,0,Action Adventure Science
A Soldier's Daughter Never Cries,0.0,Drama,,,0,Drama
Somewhere in the City,0.0,Comedy,Drama,,0,Comedy Drama
Ronin,55.0,Action,Thriller,Crime,-1,Action Thriller Crime
Urban Legend,14.0,Horror,Thriller,,0,Horror Thriller
Clay Pigeons,0.0,Comedy,Crime,Drama,-1,Comedy Crime Drama
Monument Ave.,0.0,Drama,Thriller,Crime,-1,Drama Thriller Crime
Pecker,0.0,Comedy,,,-1,Comedy
The Sheltering Sky,25.0,Adventure,Drama,Romance,0,Adventure Drama Romance
Bandit Queen,0.0,Drama,Foreign,,0,Drama Foreign
If....,0.0,Drama,,,-1,Drama
The Fiendish Plot of Dr. Fu Manchu,0.0,Comedy,Horror,,3,Comedy Horror
Them!,23.0,Science,Fiction,Mystery,-1,Science Fiction Mystery
The Thing,15.0,Horror,Mystery,Science,0,Horror Mystery Science
The Player,8.0,Comedy,Drama,,116,Comedy Drama
Stardust Memories,10.0,Comedy,Drama,Romance,-1,Comedy Drama Romance
Edward Scissorhands,20.0,Fantasy,Drama,Romance,-1,Fantasy Drama Romance
Overnight Delivery,12.0,Comedy,Romance,,-1,Comedy Romance
Shadrach,0.0,Drama,,,-1,Drama
Antz,60.0,Adventure,Animation,Comedy,-1,Adventure Animation Comedy
The Impostors,0.0,Comedy,,,-1,Comedy
A Night at the Roxbury,17.0,Comedy,,,0,Comedy
What Dreams May Come,85.0,Drama,Fantasy,Romance,0,Drama Fantasy Romance
Strangeland,1.1,Horror,,,-1,Horror
The Battle of the Sexes,0.0,Comedy,,,-1,Comedy
The Producers,0.947,Comedy,,,-1,Comedy
History of the World: Part I,11.0,Comedy,,,0,Comedy
My Cousin Vinny,11.0,Comedy,Drama,,110,Comedy Drama
Nashville,2.2,Drama,Music,,-1,Drama Music
Love Is the Devil: Study for a Portrait of Francis Bacon,0.0,TV,Movie,Drama,0,TV Movie Drama
Slam,1e-06,Drama,,,-1,Drama
Holy Man,60.0,Drama,Comedy,,0,Drama Comedy
One Tough Cop,0.0,,,,0,
Detroit 9000,0.0,Drama,Action,Crime,-1,Drama Action Crime
The Inheritors,0.0,Drama,Foreign,,-1,Drama Foreign
The Mighty,0.0,Comedy,Drama,,0,Comedy Drama
2010,28.0,Thriller,Science,Fiction,-1,Thriller Science Fiction
Children of a Lesser God,0.0,Drama,Romance,,0,Drama Romance
The Elephant Man,5.0,Drama,History,,0,Drama History
Beloved,0.0,Drama,Thriller,,0,Drama Thriller
Bride of Chucky,25.0,Horror,Comedy,,0,Horror Comedy
Practical Magic,75.0,Drama,Fantasy,Comedy,0,Drama Fantasy Comedy
The Alarmist,0.0,Comedy,,,-1,Comedy
Happiness,3.0,Comedy,Drama,,0,Comedy Drama
Reach The Rock,0.0,Comedy,Drama,,0,Comedy Drama
Apt Pupil,14.0,Drama,Thriller,,-1,Drama Thriller
Pleasantville,0.0,Fantasy,Drama,Comedy,-1,Fantasy Drama Comedy
Soldier,75.0,Action,War,Science,0,Action War Science
The Cruise,0.0,Documentary,,,43,Documentary
Life Is Beautiful,20.0,Comedy,Drama,,0,Comedy Drama
Orgazmo,1.0,Comedy,,,-1,Comedy
Shattered Image,0.0,,,,-1,
Tales from the Darkside: The Movie,3.5,Thriller,Comedy,Fantasy,0,Thriller Comedy Fantasy
Vampires,20.0,Action,Drama,Fantasy,-1,Action Drama Fantasy
American History X,20.0,Drama,,,0,Drama
Hands on a Hard Body: The Documentary,0.0,Documentary,,,0,Documentary
Living Out Loud,12.0,Comedy,Drama,Romance,0,Comedy Drama Romance
Belly,0.0,Crime,Drama,,-1,Crime Drama
Gods and Monsters,10.0,Drama,,,0,Drama
The Siege,70.0,Drama,Action,Thriller,0,Drama Action Thriller
The Waterboy,23.0,Comedy,,,-1,Comedy
Elizabeth,30.0,Drama,History,,-1,Drama History
Velvet Goldmine,0.0,Drama,Music,,0,Drama Music
I Still Know What You Did Last Summer,65.0,Horror,Mystery,Thriller,0,Horror Mystery Thriller
I'll Be Home for Christmas,30.0,Comedy,Family,,0,Comedy Family
Meet Joe Black,90.0,Fantasy,Drama,Mystery,0,Fantasy Drama Mystery
Dancing at Lughnasa,0.0,Drama,,,44,Drama
Hard Core Logo,0.0,Drama,Comedy,Music,0,Drama Comedy Music
The Naked Man,0.0,Comedy,Thriller,,0,Comedy Thriller
Runaway Train,9.0,Action,Thriller,,0,Action Thriller
Desert Bloom,0.0,Drama,Family,,0,Drama Family
The Stepford Wives,0.0,Horror,Mystery,Science,8,Horror Mystery Science
The Pope of Greenwich Village,0.0,Drama,Action,Comedy,0,Drama Action Comedy
Sid & Nancy,4.0,Drama,Music,Romance,-1,Drama Music Romance
Mona Lisa,0.0,Drama,Crime,Romance,-1,Drama Crime Romance
Heart Condition,0.0,Fantasy,Comedy,Science,0,Fantasy Comedy Science
Nights of Cabiria,0.0,Drama,,,55,Drama
The Big Chill,0.0,Comedy,Drama,,0,Comedy Drama
Enemy of the State,90.0,Action,Drama,Thriller,-1,Action Drama Thriller
The Rugrats Movie,30.0,Animation,Family,,0,Animation Family
A Bug's Life,120.0,Adventure,Animation,Comedy,0,Adventure Animation Comedy
Celebrity,0.0,Drama,Comedy,,-1,Drama Comedy
Central Station,2.9,Drama,,,-1,Drama
Savior,10.0,History,Drama,War,-1,History Drama War
Waking Ned,0.0,Comedy,Romance,,-1,Comedy Romance
The Celebration,1.3,Drama,,,-1,Drama
Pink Flamingos,0.012,Horror,Comedy,Crime,0,Horror Comedy Crime
Glen or Glenda,0.0,Comedy,Drama,,93,Comedy Drama
Godzilla,1.0,Thriller,Horror,Science,0,Thriller Horror Science
Godzilla 1985,2.0,Action,Drama,Horror,0,Action Drama Horror
King Kong vs. Godzilla,0.0,Action,Adventure,Science,0,Action Adventure Science
King Kong,0.672,Action,Adventure,Drama,0,Action Adventure Drama
King Kong,23.0,Adventure,Drama,,0,Adventure Drama
King Kong Lives,10.0,Action,Horror,,0,Action Horror
Desperately Seeking Susan,5.0,Comedy,,,-1,Comedy
The Emerald Forest,0.0,Action,Adventure,Drama,-1,Action Adventure Drama
Fletch,8.0,Comedy,Crime,Mystery,0,Comedy Crime Mystery
Fletch Lives,8.04576,Comedy,Crime,Mystery,0,Comedy Crime Mystery
Red Sonja,17.9,Adventure,Fantasy,Action,0,Adventure Fantasy Action
Gung Ho,0.0,Comedy,Drama,,-1,Comedy Drama
The Money Pit,10.0,Comedy,Romance,,0,Comedy Romance
A View to a Kill,30.0,Adventure,Action,Thriller,0,Adventure Action Thriller
Lifeforce,25.0,Fantasy,Horror,Science,-1,Fantasy Horror Science
Police Academy,4.5,Comedy,Crime,,0,Comedy Crime
Police Academy 2: Their First Assignment,0.0,Comedy,Crime,,0,Comedy Crime
Police Academy 3: Back in Training,0.0,Comedy,Crime,,0,Comedy Crime
Police Academy 4: Citizens on Patrol,0.0,Comedy,Crime,,0,Comedy Crime
Police Academy 5: Assignment Miami Beach,0.0,Comedy,Crime,,0,Comedy Crime
Police Academy 6: City Under Siege,0.0,Comedy,Crime,,0,Comedy Crime
Babe: Pig in the City,90.0,Adventure,Comedy,Drama,0,Adventure Comedy Drama
Home Fries,15.0,Drama,Comedy,Romance,0,Drama Comedy Romance
Ringmaster,3.5,Comedy,,,-1,Comedy
Very Bad Things,30.0,Comedy,Crime,Thriller,0,Comedy Crime Thriller
Steam: The Turkish Bath,0.0,Drama,,,-1,Drama
Psycho,60.0,Horror,Mystery,Thriller,0,Horror Mystery Thriller
Little Voice,0.0,Comedy,Drama,,0,Comedy Drama
A Simple Plan,0.0,Drama,Crime,Thriller,0,Drama Crime Thriller
Jack Frost,27.0,Comedy,Family,Drama,51,Comedy Family Drama
Star Trek: Insurrection,70.0,Science,Fiction,Action,0,Science Fiction Action
The Prince of Egypt,70.0,Adventure,Animation,Drama,59,Adventure Animation Drama
Rushmore,9.0,Comedy,Drama,,-1,Comedy Drama
Shakespeare in Love,25.0,Romance,History,,0,Romance History
Mass Appeal,0.0,Drama,,,-1,Drama
Miracle on 34th Street,0.0,Drama,Family,,0,Drama Family
Santa Claus: The Movie,50.0,Family,Fantasy,Adventure,0,Family Fantasy Adventure
Prancer,0.0,Drama,Family,Fantasy,-1,Drama Family Fantasy
Pale Rider,0.0,Romance,Western,,-1,Romance Western
Rambo: First Blood Part II,44.0,Action,Adventure,Thriller,0,Action Adventure Thriller
First Blood,15.0,Action,Adventure,Thriller,0,Action Adventure Thriller
Rambo III,63.0,Action,Adventure,Thriller,0,Action Adventure Thriller
The Jewel of the Nile,25.0,Action,Adventure,Comedy,-1,Action Adventure Comedy
Romancing the Stone,10.0,Action,Adventure,Comedy,65,Action Adventure Comedy
Cocoon,0.0,Comedy,Drama,Science,0,Comedy Drama Science
Cocoon: The Return,17.5,Comedy,Drama,Science,0,Comedy Drama Science
Rocky II,7.0,Drama,,,0,Drama
Rocky III,17.0,Drama,,,0,Drama
Rocky IV,31.0,Drama,,,0,Drama
Rocky V,42.0,Drama,,,0,Drama
Clue,15.0,Comedy,Thriller,Crime,-1,Comedy Thriller Crime
Young Sherlock Holmes,18.0,Action,Adventure,Crime,0,Action Adventure Crime
Violets Are Blue,0.0,,,,0,
Back to School,0.0,Comedy,,,0,Comedy
Heartburn,0.0,Comedy,Drama,Romance,-1,Comedy Drama Romance
Nothing in Common,0.0,Drama,Comedy,Romance,-1,Drama Comedy Romance
Extremities,0.0,Drama,Thriller,,-1,Drama Thriller
The Karate Kid,8.0,Drama,,,0,Drama
"The Karate Kid, Part II",0.000113,Adventure,Drama,Action,0,Adventure Drama Action
"The Karate Kid, Part III",0.0,Family,Adventure,,0,Family Adventure
National Lampoon's Christmas Vacation,27.0,Comedy,,,0,Comedy
You've Got Mail,65.0,Comedy,Romance,,0,Comedy Romance
The General,0.0,Drama,Action,Crime,84,Drama Action Crime
The Theory of Flight,0.0,Drama,,,0,Drama
The Thin Red Line,52.0,Drama,History,War,0,Drama History War
The Faculty,15.0,Horror,Mystery,Science,-1,Horror Mystery Science
Mighty Joe Young,90.0,Action,Adventure,Family,0,Action Adventure Family
Mighty Joe Young,9.4e-05,Adventure,Fantasy,Drama,0,Adventure Fantasy Drama
Patch Adams,50.0,Comedy,Drama,,-1,Comedy Drama
Stepmom,0.0,Drama,Romance,,-1,Drama Romance
A Civil Action,70.0,Drama,,,0,Drama
Down in the Delta,0.0,Drama,,,70,Drama
Hurlyburly,0.0,Comedy,Drama,,-1,Comedy Drama
Tea with Mussolini,12.0,Comedy,Drama,War,-1,Comedy Drama War
Wilde,0.0,Drama,History,,-1,Drama History
Outside Ozona,0.0,Thriller,Comedy,Drama,131,Thriller Comedy Drama
Affliction,6.0,Drama,,,-1,Drama
Another Day in Paradise,0.0,Thriller,Crime,Drama,0,Thriller Crime Drama
The Hi-Lo Country,0.0,Drama,Action,Western,0,Drama Action Western
Hilary and Jackie,0.0,Music,Drama,,0,Music Drama
Playing by Heart,20.0,Drama,,,0,Drama
24 7: Twenty Four Seven,0.0,Comedy,Drama,Romance,0,Comedy Drama Romance
At First Sight,0.0,Drama,Romance,,123,Drama Romance
In Dreams,0.0,Drama,Thriller,,0,Drama Thriller
Varsity Blues,0.0,Comedy,Drama,Romance,0,Comedy Drama Romance
Virus,75.0,Horror,Action,Science,-1,Horror Action Science
The Garbage Pail Kids Movie,0.0,Adventure,Science,Fiction,0,Adventure Science Fiction
Howard the Duck,37.0,Comedy,Fantasy,Science,100,Comedy Fantasy Science
The Gate,2.5,Horror,Fantasy,,0,Horror Fantasy
The Gate II: Trespassers,0.0,Horror,,,0,Horror
The Boy Who Could Fly,0.0,Drama,Family,Fantasy,0,Drama Family Fantasy
The Fly,0.7,Drama,Horror,Science,0,Drama Horror Science
The Fly,15.0,Horror,Science,Fiction,0,Horror Science Fiction
The Fly II,0.0,Horror,Science,Fiction,0,Horror Science Fiction
Running Scared,0.0,Thriller,Action,Comedy,-1,Thriller Action Comedy
Armed and Dangerous,12.0,Action,Comedy,Crime,0,Action Comedy Crime
The Texas Chain Saw Massacre,0.085,Horror,,,0,Horror
The Texas Chainsaw Massacre 2,4.7,Horror,,,0,Horror
Leatherface: Texas Chainsaw Massacre III,0.0,Horror,Thriller,,0,Horror Thriller
Texas Chainsaw Massacre: The Next Generation,0.6,Horror,Comedy,Thriller,0,Horror Comedy Thriller
Ruthless People,0.0,Comedy,,,0,Comedy
Trick or Treat,0.0,Horror,Music,,132,Horror Music
Deadly Friend,0.0,Horror,Science,Fiction,0,Horror Science Fiction
Belizaire the Cajun,0.0,Romance,Drama,History,-1,Romance Drama History
The Name of the Rose,20.0,Drama,Thriller,Mystery,0,Drama Thriller Mystery
Jumpin' Jack Flash,0.0,Romance,Comedy,Thriller,51,Romance Comedy Thriller
Peggy Sue Got Married,18.0,Comedy,Drama,Fantasy,0,Comedy Drama Fantasy
Crocodile Dundee,5.0,Adventure,Comedy,,0,Adventure Comedy
Crocodile Dundee II,0.0,Adventure,Comedy,,0,Adventure Comedy
Tough Guys,0.0,Comedy,Crime,,0,Comedy Crime
Soul Man,0.0,Comedy,,,0,Comedy
The Color of Money,13.8,Drama,,,0,Drama
52 Pick-Up,0.0,Crime,Drama,Thriller,-1,Crime Drama Thriller
Heartbreak Ridge,15.0,Action,Comedy,Drama,-1,Action Comedy Drama
Firewalker,0.0,Action,Adventure,Comedy,-1,Action Adventure Comedy
¡Three Amigos!,25.0,Comedy,Western,,-1,Comedy Western
Gloria,30.0,Drama,Action,Thriller,-1,Drama Action Thriller
Dry Cleaning,0.0,Drama,,,90,Drama
My Name Is Joe,0.0,Drama,Romance,,0,Drama Romance
Still Crazy,0.0,Comedy,Music,,0,Comedy Music
The Day of the Beast,0.0,Action,Comedy,Horror,0,Action Comedy Horror
Tinseltown,0.0,,,,-1,
She's All That,10.0,Comedy,Romance,,-1,Comedy Romance
The 24 Hour Woman,0.0,Comedy,Romance,,0,Comedy Romance
"Blood, Guts, Bullets and Octane",0.0073,Action,Comedy,Thriller,0,Action Comedy Thriller
Peeping Tom,0.15,Horror,Thriller,,0,Horror Thriller
Spanish Fly,0.0,,,,0,
Payback,90.0,Drama,Action,Thriller,-1,Drama Action Thriller
Simply Irresistible,6.0,Comedy,,,-1,Comedy
20 Dates,0.0,Romance,Comedy,,-1,Romance Comedy
Comedian Harmonists,0.0,Music,Drama,,-1,Music Drama
The Last Days,0.0,Documentary,Drama,History,0,Documentary Drama History
Fantastic Planet,0.0,Animation,Fantasy,Science,0,Animation Fantasy Science
Blast from the Past,35.0,Comedy,Romance,,128,Comedy Romance
Message in a Bottle,80.0,Romance,Drama,,16,Romance Drama
My Favorite Martian,65.0,Comedy,Drama,Family,0,Comedy Drama Family
"God Said, 'Ha!'",0.0,Comedy,,,0,Comedy
Jawbreaker,3.0,Comedy,,,-1,Comedy
October Sky,0.0,Drama,Family,,0,Drama Family
Office Space,10.0,Comedy,Crime,,0,Comedy Crime
The Apple,0.0,Drama,,,88,Drama
200 Cigarettes,6.0,Comedy,Drama,Romance,-1,Comedy Drama Romance
8MM,40.0,Thriller,Crime,Mystery,-1,Thriller Crime Mystery
The Other Sister,35.0,Comedy,Drama,Romance,-1,Comedy Drama Romance
Breakfast of Champions,12.0,Comedy,,,8,Comedy
The Breaks,0.0,Comedy,,,-1,Comedy
Eight Days a Week,0.0,Comedy,Drama,Romance,0,Comedy Drama Romance
Just the Ticket,12.0,Comedy,Romance,,0,Comedy Romance
The Long Goodbye,0.0,Thriller,Crime,Drama,0,Thriller Crime Drama
The Ballad of Narayama,0.0,Drama,,,78,Drama
Pet Sematary,11.5,Drama,Horror,,0,Drama Horror
Pet Sematary II,8.0,Horror,,,0,Horror
Children of the Corn II: The Final Sacrifice,0.9,Horror,,,0,Horror
Children of the Corn III: Urban Harvest,0.0,Thriller,Horror,,0,Thriller Horror
Christine,0.0,Horror,,,-1,Horror
Night Shift,0.0,Comedy,,,0,Comedy
House on Haunted Hill,0.2,Drama,Horror,Thriller,0,Drama Horror Thriller
Airport,10.0,Action,Drama,Thriller,133,Action Drama Thriller
Airport 1975,3.0,Action,Adventure,Drama,133,Action Adventure Drama
Airport '77,6.0,Action,Adventure,Drama,133,Action Adventure Drama
Rollercoaster,0.0,Action,Thriller,,-1,Action Thriller
The Towering Inferno,14.0,Action,Thriller,,-1,Action Thriller
Alligator,1.5,Horror,Science,Fiction,104,Horror Science Fiction
Meteor,0.0,Action,Science,Fiction,-1,Action Science Fiction
Westworld,0.0,Action,Adventure,Drama,-1,Action Adventure Drama
Logan's Run,9.0,Adventure,Action,Romance,0,Adventure Action Romance
Planet of the Apes,5.8,Science,Fiction,Adventure,0,Science Fiction Adventure
Beneath the Planet of the Apes,3.0,Adventure,Science,Fiction,0,Adventure Science Fiction
Battle for the Planet of the Apes,1.7,Action,Science,Fiction,0,Action Science Fiction
Conquest of the Planet of the Apes,1.7,Action,Science,Fiction,0,Action Science Fiction
Escape from the Planet of the Apes,2.5,Action,Science,Fiction,0,Action Science Fiction
Avalanche,6.5,Action,Adventure,Drama,-1,Action Adventure Drama
Earthquake,7.0,Action,Drama,Thriller,-1,Action Drama Thriller
The Concorde... Airport '79,14.0,Action,Drama,Thriller,133,Action Drama Thriller
Beyond the Poseidon Adventure,0.0,Action,Adventure,Drama,0,Action Adventure Drama
The Dancemaker,0.0,Documentary,,,-1,Documentary
Analyze This,80.0,Comedy,Crime,,-1,Comedy Crime
The Corruptor,25.0,Action,Crime,Mystery,-1,Action Crime Mystery
Cruel Intentions,10.5,Drama,Romance,Thriller,68,Drama Romance Thriller
"Lock, Stock and Two Smoking Barrels",1.35,Comedy,Crime,,-1,Comedy Crime
Six Ways to Sunday,0.0,Comedy,,,134,Comedy
The School of Flesh,0.0,Romance,Drama,Mystery,0,Romance Drama Mystery
Relax... It's Just Sex,0.0,Comedy,,,0,Comedy
The Deep End of the Ocean,38.0,Drama,Mystery,,0,Drama Mystery
Harvest,0.0,Drama,,,-1,Drama
The Rage: Carrie 2,21.0,Horror,Thriller,Science,103,Horror Thriller Science
Wing Commander,30.0,Action,Science,Fiction,-1,Action Science Fiction
The Haunting,0.0,Mystery,Horror,Thriller,135,Mystery Horror Thriller
Dead Ringers,13.0,Drama,Horror,Thriller,0,Drama Horror Thriller
My Boyfriend's Back,0.0,Comedy,Romance,,-1,Comedy Romance
Village of the Damned,0.2,Horror,Science,Fiction,0,Horror Science Fiction
Children of the Damned,0.0,Science,Fiction,Thriller,0,Science Fiction Thriller
Baby Geniuses,12.0,Science,Fiction,Comedy,8,Science Fiction Comedy
Telling You,0.0,Drama,Comedy,Romance,0,Drama Comedy Romance
I Stand Alone,0.0,Drama,Thriller,,0,Drama Thriller
Forces of Nature,75.0,Romance,Comedy,,0,Romance Comedy
The King and I,25.0,Animation,Drama,Family,0,Animation Drama Family
Ravenous,12.0,Comedy,Horror,Thriller,-1,Comedy Horror Thriller
True Crime,0.0,Crime,Drama,,0,Crime Drama
Bandits,0.0,Action,Drama,Foreign,0,Action Drama Foreign
Dangerous Beauty,0.0,Drama,Romance,,0,Drama Romance
The Empty Mirror,0.0,Drama,,,0,Drama
The King and I,4.55,Drama,Music,Romance,0,Drama Music Romance
Doug's 1st Movie,0.0,Animation,Family,Comedy,0,Animation Family Comedy
Edtv,80.0,Comedy,,,-1,Comedy
The Mod Squad,50.0,Action,Mystery,Thriller,-1,Action Mystery Thriller
Among Giants,0.0,Comedy,Romance,,-1,Comedy Romance
A Walk on the Moon,14.0,Drama,Romance,,0,Drama Romance
The Matrix,63.0,Action,Science,Fiction,-1,Action Science Fiction
10 Things I Hate About You,16.0,Comedy,Romance,Drama,0,Comedy Romance Drama
Tango,0.0,Drama,Foreign,Romance,117,Drama Foreign Romance
The Out-of-Towners,75.0,Comedy,,,-1,Comedy
The Dreamlife of Angels,0.5,Drama,Foreign,,0,Drama Foreign
"Love, etc.",0.0,,,,0,
Metroland,0.0,Comedy,Drama,,-1,Comedy Drama
The Sticky Fingers of Time,0.25,Science,Fiction,Drama,0,Science Fiction Drama
Following,0.006,Crime,Drama,Thriller,-1,Crime Drama Thriller
Go,6.5,Crime,Comedy,Thriller,-1,Crime Comedy Thriller
Never Been Kissed,25.0,Romance,Comedy,Drama,113,Romance Comedy Drama
Twin Dragons,10.0,Comedy,Action,,0,Comedy Action
Cookie's Fortune,10.0,Comedy,Drama,Thriller,0,Comedy Drama Thriller
Foolish,0.0,Comedy,Drama,,-1,Comedy Drama
Lovers of the Arctic Circle,0.0,Drama,Mystery,Romance,0,Drama Mystery Romance
Goodbye Lover,20.0,Thriller,Comedy,Crime,0,Thriller Comedy Crime
Life,80.0,Comedy,Crime,,0,Comedy Crime
Friends & Lovers,0.0,Comedy,Romance,Drama,0,Comedy Romance Drama
Hideous Kinky,12.0,Romance,Drama,,-1,Romance Drama
Jeanne and the Perfect Guy,0.0,Drama,,,0,Drama
The Joyriders,0.0,,,,-1,
The Monster,0.0,Comedy,,,-1,Comedy
Open Your Eyes,2.9,Drama,Thriller,,0,Drama Thriller
Photographer,0.0,TV,Movie,History,-1,TV Movie History
SLC Punk,0.0,Crime,Romance,Comedy,-1,Crime Romance Comedy
Lost & Found,1e-06,Comedy,Romance,,0,Comedy Romance
Pushing Tin,33.0,Comedy,Drama,,0,Comedy Drama
Election,0.0,Comedy,,,-1,Comedy
eXistenZ,15.0,Action,Thriller,Science,-1,Action Thriller Science
A Little Bit of Soul,0.0,,,,0,
The Mighty Peking Man,0.0,Science,Fiction,Action,0,Science Fiction Action
Nô,0.0,Drama,Foreign,,-1,Drama Foreign
Let It Come Down: The Life of Paul Bowles,0.0,Documentary,,,0,Documentary
Entrapment,66.0,Romance,Drama,Mystery,-1,Romance Drama Mystery
Idle Hands,25.0,Thriller,Comedy,Horror,0,Thriller Comedy Horror
Get Real,0.0,Drama,Romance,,101,Drama Romance
Heaven,0.0,Crime,Thriller,,0,Crime Thriller
The King of Masks,0.0,Drama,,,0,Drama
Three Seasons,0.0,Drama,Foreign,,0,Drama Foreign
The Winslow Boy,0.0,Drama,,,0,Drama
Mildred Pierce,1.453,Crime,Drama,,-1,Crime Drama
Night of the Comet,3.0,Comedy,Horror,Science,0,Comedy Horror Science
Chopping Mall,0.8,Horror,Science,Fiction,-1,Horror Science Fiction
My Science Project,0.0,Comedy,Family,Fantasy,81,Comedy Family Fantasy
Dick Tracy,47.0,Adventure,Action,Comedy,136,Adventure Action Comedy
The Mummy,80.0,Adventure,Action,Fantasy,0,Adventure Action Fantasy
The Castle,0.786675,Drama,Comedy,,32,Drama Comedy
Mascara,0.0,,,,-1,
This Is My Father,0.0,Drama,Romance,,0,Drama Romance
Xiu Xiu: The Sent-Down Girl,0.0,Drama,Foreign,,0,Drama Foreign
A Midsummer Night's Dream,11.0,Fantasy,Drama,Comedy,0,Fantasy Drama Comedy
Trippin',0.0,Comedy,Romance,,-1,Comedy Romance
After Life,0.011791,Fantasy,Drama,,0,Fantasy Drama
Black Mask,0.0,Action,,,0,Action
Edge of Seventeen,1.5,Comedy,Drama,Romance,115,Comedy Drama Romance
Endurance,0.0,Drama,,,-1,Drama
Star Wars: Episode I - The Phantom Menace,115.0,Adventure,Action,Science,0,Adventure Action Science
The Love Letter,0.0,Comedy,Drama,Romance,0,Comedy Drama Romance
Besieged,0.0,Drama,Romance,,-1,Drama Romance
Frogs for Snakes,0.0,Thriller,Comedy,Crime,-1,Thriller Comedy Crime
The Saragossa Manuscript,0.0,Comedy,Drama,Fantasy,-1,Comedy Drama Fantasy
The Mummy,0.196,Horror,,,0,Horror
The Mummy,0.0,Horror,,,0,Horror
The Mummy's Curse,0.0,Horror,,,0,Horror
The Mummy's Ghost,0.0,Horror,,,0,Horror
The Mummy's Hand,0.0,Horror,,,0,Horror
The Mummy's Tomb,0.0,Drama,Fantasy,Horror,0,Drama Fantasy Horror
Mommie Dearest,0.0,Drama,,,-1,Drama
Superman,55.0,Action,Adventure,Fantasy,0,Action Adventure Fantasy
Superman II,54.0,Action,Adventure,Fantasy,0,Action Adventure Fantasy
Superman III,39.0,Comedy,Action,Adventure,0,Comedy Action Adventure
Superman IV: The Quest for Peace,17.0,Action,Adventure,Science,0,Action Adventure Science
Dracula,0.355,Horror,,,0,Horror
House of Dracula,0.0,Horror,Science,Fiction,0,Horror Science Fiction
House of Frankenstein,0.0,Fantasy,Horror,Science,0,Fantasy Horror Science
Frankenstein,0.291,Drama,Horror,Science,0,Drama Horror Science
Son of Frankenstein,0.0,Horror,Science,Fiction,0,Horror Science Fiction
The Ghost of Frankenstein,0.0,Fantasy,Horror,Science,0,Fantasy Horror Science
Frankenstein Meets the Wolf Man,0.0,Fantasy,Horror,Science,0,Fantasy Horror Science
