title,runtime,release_year
The Brothers Grimm,118.0,2005
The Desperadoes,87.0,1943
Black Dragons,64.0,1942
The Holy Girl,106.0,2004
They Came Back,102.0,2004
The Baxter,91.0,2005
The Cave,97.0,2005
Undiscovered,97.0,2005
Dirty Deeds,87.0,2005
The Constant Gardener,129.0,2005
Transporter 2,87.0,2005
Margaret Cho: Assassin,90.0,2005
Just Like Heaven,95.0,2005
Proof,100.0,2005
Lord of War,122.0,2005
Venom,85.0,2005
Cry_Wolf,90.0,2005
Everything is Illuminated,106.0,2005
Thumbsucker,96.0,2005
The Thing About My Folks,96.0,2005
HellBent,85.0,2004
G,96.0,2002
In Old Chicago,95.0,1937
Now and Forever,81.0,1934
L.A. Without a Map,107.0,1998
Where Angels Fear to Tread,108.0,1991
Family Guy Presents Stewie Griffin: The Untold Story,88.0,2005
Born in Flames,80.0,1983
Revenge of the Ninja,90.0,1983
Sometimes in April,140.0,2005
Bookies,88.0,2003
Angel In My Pocket,105.0,1969
Police Story 2,101.0,1988
Le Jour se Lève,93.0,1939
International House,68.0,1933
New Police Story,123.0,2004
The Edge of the World,81.0,1937
Golden Boy,99.0,1939
Go West,80.0,1940
Why We Fight,98.0,2005
Companeros,118.0,1970
Will Penny,110.0,1967
200 Motels,98.0,1971
Gertrud,119.0,1964
Come Drink with Me,91.0,1966
Kitty Foyle,108.0,1940
Doom,105.0,2005
Domino,127.0,2005
Waiting...,94.0,2005
Æon Flux,93.0,2005
Frankenstein 90,100.0,1984
Wedlock,101.0,1991
An Unfinished Life,108.0,2005
The Man,83.0,2005
Survive Style 5+,120.0,2004
Woyzeck,82.0,1979
It's a Gift,68.0,1934
Zozo,105.0,2005
Blue Hill Avenue,128.0,2001
Chapter Two,124.0,1979
16 Years of Alcohol,102.0,2003
The Exorcism of Emily Rose,122.0,2005
Flightplan,98.0,2005
Corpse Bride,77.0,2005
Green Street Hooligans,109.0,2005
A History of Violence,96.0,2005
Oliver Twist,130.0,2005
The Greatest Game Ever Played,120.0,2005
Capote,114.0,2005
The Story of Vernon and Irene Castle,93.0,1939
The Anderson Tapes,99.0,1971
Born to Fight,96.0,2004
Final Fantasy VII: Advent Children,101.0,2005
Cockles and Muscles,93.0,2005
Roll Bounce,112.0,2005
Daltry Calhoun,100.0,2005
Into the Blue,110.0,2005
"The Prize Winner of Defiance, Ohio",99.0,2005
Mirrormask,101.0,2005
Kwik Stop,110.0,2001
Innocence,122.0,2004
4,126.0,2005
Book of Love,83.0,2004
American Yakuza,96.0,1993
The Flowers of St. Francis,75.0,1950
Madhouse,91.0,2004
Man to Man,122.0,2005
Münchhausen,134.0,1943
Medea,76.0,1988
The Curse of the Were-Rabbit,85.0,2005
Seven Swords,153.0,2005
Kiss Kiss Bang Bang,103.0,2005
Whispering Corridors 3: Wishing Stairs,97.0,2003
A Bittersweet Life,120.0,2005
Dumplings,91.0,2004
A Short Film About Love,86.0,1988
"All This, and Heaven Too",141.0,1940
Bubble,73.0,2005
Beowulf & Grendel,103.0,2005
No Direction Home: Bob Dylan,208.0,2005
Valerie and Her Week of Wonders,73.0,1970
Everybody's Fine,118.0,1990
Hail the Conquering Hero,101.0,1944
Goal!: The Dream Begins,118.0,2005
Forty Shades of Blue,108.0,2005
Touch the Sound,99.0,2004
Angels in America,352.0,2003
Speak,89.0,2004
The Wraith,93.0,1986
Factotum,94.0,2005
Sweet Movie,99.0,1974
By Dawn's Early Light,101.0,1990
Don't Come Knocking,123.0,2005
Bullets or Ballots,82.0,1936
In Her Shoes,130.0,2005
Mother of Mine,111.0,2005
The Ketchup Effect,90.0,2004
55 Days at Peking,154.0,1963
Dead & Breakfast,88.0,2004
Freeze Frame,99.0,2004
Punishment Park,88.0,1971
The Mating Game,96.0,1959
The Squid and the Whale,81.0,2005
Two for the Money,122.0,2005
Separate Lies,85.0,2005
Fourteen Sucks,83.0,2004
Star Wreck: In the Pirkinning,103.0,2005
Evelyn Prentice,79.0,1934
Brokeback Mountain,134.0,2005
Blue Vinyl,98.0,2002
Elizabethtown,123.0,2005
North Country,126.0,2005
Leila,102.0,1997
"Good Night, and Good Luck.",93.0,2005
Li'l Abner,114.0,1959
Dreamer: Inspired By a True Story,106.0,2005
The Profession of Arms,105.0,2001
Detective Story,103.0,1951
The Proposition,104.0,2005
The Gospel,105.0,2005
Dandelion,93.0,2004
C.S.A.: The Confederate States of America,89.0,2004
The Fog,100.0,2005
Loggerheads,95.0,2005
Left Behind III: World at War,95.0,2005
Protocols Of Zion,95.0,2005
Living 'til the End,87.0,2005
Shopgirl,104.0,2005
Kids in America,91.0,2005
Where the Truth Lies,107.0,2005
Barely Legal,90.0,2003
Emmanuel's Gift,80.0,2005
Stay,99.0,2005
Confess,90.0,2005
The Legend of Zorro,129.0,2005
God's Sandbox,86.0,2002
New York Doll,75.0,2005
The Weather Man,101.0,2005
Saw II,92.0,2005
Prime,102.0,2005
One Wonderful Sunday,108.0,1947
Will Success Spoil Rock Hunter?,93.0,1957
Don't Move,125.0,2004
Three Rooms of Melancholia,106.0,2004
"Race for Your Life, Charlie Brown",76.0,1977
Jerusalem,168.0,1996
"A Genius, Two Friends, and an Idiot",117.0,1975
Teorema,98.0,1968
Little Fish,114.0,2005
American Pie Presents: Band Camp,94.0,2005
Champion,99.0,1949
Requiem for a Vampire,87.0,1971
Life Is a Miracle,155.0,2004
Tarzan the Ape Man,100.0,1932
Tarzan and His Mate,100.0,1934
Midnight Lace,110.0,1960
Empire of the Wolves,128.0,2005
The Great Yokai War,124.0,2005
The Swindle,91.0,1955
Mahogany,109.0,1975
Angels in Fast Motion,125.0,2005
Manderlay,139.0,2005
Week-End in Havana,81.0,1941
Nine Lives,115.0,2005
South Central,99.0,1992
Damnation Alley,91.0,1977
The Bridges at Toko-Ri,102.0,1954
Love on the Run,89.0,1979
Duck Season,90.0,2004
Aprile,78.0,1998
The Adventures of Prince Achmed,65.0,1926
The Gore Gore Girls,81.0,1972
Revolver,115.0,2005
Wild Zero,98.0,1999
Everything Put Together,87.0,2001
Jarhead,125.0,2005
Siblings,85.0,2004
Ushpizin,90.0,2004
Chicken Little,81.0,2005
Romance & Cigarettes,105.0,2005
To The Other Side,90.0,2004
Dead Man's Shoes,90.0,2004
Joyeux Noël,116.0,2005
Count Dracula,98.0,1970
The Brides of Dracula,85.0,1960
The Stratton Story,106.0,1949
The House That Dripped Blood,102.0,1971
Night of the Big Heat,94.0,1967
The Gorgon,83.0,1964
Night of the Lepus,88.0,1972
The Match Factory Girl,66.0,1990
Zombie and the Ghost Train,88.0,1991
Highball,110.0,1997
Get Rich or Die Tryin',117.0,2005
Sword of the Beast,85.0,1965
Just Friends,96.0,2005
Syriana,128.0,2005
Calamari Union,84.0,1985
The Best Intentions,182.0,1992
La Vie de Bohème,100.0,1992
Menolippu Mombasaan,88.0,2002
Derailed,108.0,2005
Creep,85.0,2004
Pride & Prejudice,135.0,2005
Keep Your Distance,94.0,2005
Edison,99.0,2005
Hi-Life,82.0,1998
Wolf Creek,99.0,2005
The Descent,99.0,2005
Summer Interlude,96.0,1951
Takeshis',108.0,2005
Forty Guns,79.0,1957
Harry Potter and the Goblet of Fire,157.0,2005
Dinner with Friends,94.0,2001
Walk the Line,136.0,2005
Rent,135.0,2005
A Story of Floating Weeds,86.0,1934
My Mother's Smile,105.0,2002
Fists in the Pocket,105.0,1965
Zathura: A Space Adventure,101.0,2005
CRAZY,127.0,2005
Lonesome Jim,91.0,2005
Our Vines Have Tender Grapes,105.0,1945
Sarah Silverman: Jesus Is Magic,70.0,2005
Bee Season,104.0,2005
Breakfast on Pluto,128.0,2005
The Ice Harvest,88.0,2005
"Yours, Mine & Ours",90.0,2005
In The Mix,95.0,2005
The Libertine,114.0,2004
First Descent,110.0,2005
The Wild Geese,134.0,1978
Hondo,83.0,1953
The Bird with the Crystal Plumage,98.0,1970
A Good Woman,94.0,2004
Gate of Flesh,90.0,1964
Brides,128.0,2004
The Evil of Frankenstein,86.0,1964
The Clockmaker of St. Paul,105.0,1974
Welcome to the Roses,90.0,2003
The Driver,91.0,1978
Mondovino,135.0,2004
Sounder,105.0,1972
Match Point,124.0,2005
Nazarin,94.0,1959
Ziegfeld Follies,110.0,1945
Lorna,78.0,1964
The Deep,123.0,1977
The Dying Gaul,95.0,2005
After Innocence,95.0,2005
The Citadel,110.0,1938
Beyond the Gates of Splendor,96.0,2002
A Southern Yankee,90.0,1948
Paradise Now,90.0,2005
The Kid & I,93.0,2005
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",143.0,2005
King Kong,187.0,2005
Memoirs of a Geisha,145.0,2005
The Family Stone,103.0,2005
The Promise,98.0,2005
Kiss of Death,98.0,1947
Where Were You When the Lights Went Out?,89.0,1968
Cuban Rafters,120.0,2002
Havoc,85.0,2005
Samurai Rebellion,128.0,1967
Koirankynnen leikkaaja,0.0,2004
Mother India,172.0,1957
Cowards Bend the Knee,64.0,2003
A Generation,83.0,1955
"Ivan the Terrible, Part II: The Boyars' Plot",88.0,1958
Down,111.0,2001
The Loveless,82.0,1981
A Room for Romeo Brass,90.0,1999
Dona Flor and Her Two Husbands,110.0,1976
The Matador,96.0,2005
Look Both Ways,100.0,2005
Wal-Mart: The High Cost of Low Price,98.0,2005
7 Seconds,96.0,2005
8 Million Ways to Die,115.0,1986
Beyond the Forest,97.0,1949
Phffft!,88.0,1954
Mozart and the Whale,92.0,2005
The Organization,106.0,1971
Cinderella Liberty,117.0,1973
Knute Rockne All American,98.0,1940
A Scene at the Sea,101.0,1991
Birdcage Inn,100.0,1998
Real Fiction,82.0,2000
Address Unknown,117.0,2001
Don't Look Now: We're Being Shot At,132.0,1966
They Died with Their Boots On,140.0,1941
The Three Burials of Melquiades Estrada,121.0,2005
House of Strangers,101.0,1949
Lili,81.0,1953
Slim Susie,97.0,2003
Executive Protection,112.0,2001
The Aura,134.0,2005
The Ambushers,102.0,1967
Day of Anger,111.0,1967
Munich,164.0,2005
The Producers,134.0,2005
Transamerica,103.0,2005
Rumor Has It...,97.0,2005
Cheaper by the Dozen 2,94.0,2005
Fun with Dick and Jane,90.0,2005
The Ringer,94.0,2005
Casanova,112.0,2005
Mrs Henderson Presents,103.0,2005
The White Countess,135.0,2005
Dirty Love,91.0,2005
The Spirit of the Beehive,97.0,1973
Our Father,84.0,2002
Interrogation,118.0,1989
Richard Pryor: Live in Concert,78.0,1979
Kevin & Perry Go Large,82.0,2000
The Ear,94.0,1970
The Debutantes,116.0,2003
Luxo Jr.,2.0,1986
Keeping Mum,103.0,2005
Paheli,141.0,2005
Goodnight Mister Tom,85.0,1998
Late Spring,108.0,1949
The Dentist,92.0,1996
David Copperfield,130.0,1935
Family,98.0,1996
How to Irritate People,68.0,1969
Threads,112.0,1984
Yamakasi,90.0,2001
Love's Enduring Promise,88.0,2004
After Image,0.0,2001
After Midnight,90.0,1989
The New World,135.0,2005
Voices of a Distant Star,25.0,2002
"When You Comin' Back, Red Ryder?",113.0,1979
Christmas in Connecticut,102.0,1945
She,101.0,1935
Passport to Pimlico,84.0,1949
Whisky Galore!,82.0,1949
A Run for Your Money,85.0,1949
The Master of Ballantrae,90.0,1953
7 Faces of Dr. Lao,100.0,1964
Samurai Assassin,122.0,1965
Lies My Father Told Me,102.0,1975
We All Loved Each Other So Much,124.0,1974
The Boys of Baraka,84.0,2005
Tartuffe,74.0,1925
Sympathy for Lady Vengeance,115.0,2005
Boys Don't Cry,90.0,2000
Superprodukcja,92.0,2002
Grand Theft Parsons,88.0,2003
Devil's Pond,92.0,2003
The Cross of Lorraine,90.0,1943
The Cutting Edge: The Magic of Movie Editing,98.0,2004
The Quiller Memorandum,104.0,1966
49th Parallel,121.0,1941
Yesterday,96.0,2004
Penelope,97.0,1966
Ted Bundy,99.0,2002
District B13,84.0,2004
BloodRayne,95.0,2005
Hostel,94.0,2005
Grandma's Boy,94.0,2006
Tristan & Isolde,125.0,2006
Glory Road,118.0,2006
Last Holiday,112.0,2006
Hoodwinked!,80.0,2005
April's Shower,98.0,2003
Underworld: Evolution,106.0,2006
Looking for Comedy in the Muslim World,98.0,2005
Casper Meets Wendy,90.0,1998
Hell Drivers,108.0,1957
Shadows of Forgotten Ancestors,97.0,1965
Buried Alive,93.0,1990
Séance,118.0,2000
Hallelujah,100.0,1929
Cul-de-sac,113.0,1966
Riding Alone for Thousands of Miles,107.0,2005
Confidentially Yours,110.0,1983
Revolution,126.0,1985
Project A,106.0,1983
A Woman's Face,106.0,1941
Sword of Gideon,173.0,1986
Little Manhattan,84.0,2005
Crocodile,102.0,1996
The Lower Depths,90.0,1936
Vinci,108.0,2004
The Ordeal,88.0,2006
The Dunwich Horror,90.0,1970
The Creeping Unknown,82.0,1955
Hellraiser: Hellseeker,89.0,2002
Inside Daisy Clover,128.0,1966
Gamera vs. Gyaos,86.0,1967
Over the Edge,95.0,1979
Roads to Koktebel,100.0,2003
Swamp Women,67.0,1956
8MM 2,106.0,2005
On Probation,112.0,2005
Bombón: The Dog,97.0,2004
The Bird People in China,118.0,1998
Thoughtcrimes,86.0,2003
Water,115.0,2005
The Temptations,175.0,1998
Sophie Scholl: The Final Days,117.0,2005
The Big House,87.0,1930
Uuno Turhapuro armeijan leivissä,102.0,1984
Matti: Hell Is for Heroes,135.0,2006
The World's Fastest Indian,127.0,2005
As Tears Go By,102.0,1988
Bandidas,93.0,2006
Made in Britain,76.0,1982
A Cock and Bull Story,94.0,2005
The Bitter Tea of General Yen,88.0,1933
Love in the Afternoon,97.0,1972
Charlie: The Life and Art of Charles Chaplin,132.0,2003
Wilby Wonderful,99.0,2004
The Mystery of Rampo,100.0,1994
Helter Skelter,137.0,2004
French Fried Vacation,105.0,1978
Annapolis,108.0,2006
Big Momma's House 2,99.0,2006
Nanny McPhee,97.0,2005
Sweet November,114.0,1968
Double Dare,81.0,2004
The Dark,87.0,2006
Panic in Year Zero!,93.0,1962
Here Comes the Groom,113.0,1951
Julie,99.0,1956
Tea for Two,98.0,1950
Green Dolphin Street,141.0,1947
Lt. Robin Crusoe U.S.N.,113.0,1966
Bye Bye Birdie,112.0,1963
The Comedians of Comedy,103.0,2005
The Honey Pot,125.0,1967
The Tuskegee Airmen,106.0,1995
Final Destination 3,93.0,2006
I Could Go on Singing,100.0,1963
Something New,99.0,2006
Free Money,93.0,1998
The Wind,95.0,1928
Dave Chappelle's Block Party,100.0,2005
Madame Curie,124.0,1943
Orfeu,110.0,1999
The Sex of the Stars,0.0,1993
Imagine Me & You,93.0,2005
Mississippi Mermaid,123.0,1969
Good Old Daze,101.0,1994
Place Vendome,117.0,1998
Broken Lance,96.0,1954
The Four Horsemen of the Apocalypse,132.0,1921
Sabah,86.0,2005
The Call of Cthulhu,47.0,2005
The Pink Panther,93.0,2006
Troll,82.0,1986
The Business,96.0,2005
Curious George,86.0,2006
Firewall,105.0,2006
The Great McGinty,82.0,1940
Le créateur,92.0,1999
The White Diamond,90.0,2004
Tony Takitani,76.0,2004
When a Stranger Calls,87.0,2006
Tamara,98.0,2005
London,92.0,2005
Neil Young: Heart of Gold,99.0,2006
Freedomland,113.0,2006
Winter Passing,98.0,2006
Eight Below,120.0,2006
Date Movie,83.0,2006
Running Scared,122.0,2006
Madea's Family Reunion,110.0,2006
Doogal,85.0,2006
Ultraviolet,87.0,2006
Just My Luck,103.0,2006
Pulse,90.0,2006
Deep Sea 3D,41.0,2006
16 Blocks,105.0,2006
Agatha and the Storm,125.0,2004
Bongwater,97.0,1997
Trauma,106.0,1993
Election,101.0,2005
Half Light,110.0,2006
Twist of Faith,87.0,2005
Failure to Launch,97.0,2006
Ultimate Avengers,72.0,2006
Ice Age: The Meltdown,91.0,2006
All Quiet on the Western Front,150.0,1979
The Big White,100.0,2005
Stromboli,105.0,1950
Cyrano de Bergerac,112.0,1950
Shinobi: Heart Under Blade,107.0,2005
Every Man for Himself,87.0,1980
Chronos,43.0,1985
Five Children and It,88.0,2004
Free Zone,90.0,2005
The Naked Spur,91.0,1953
The Prince & Me 2: The Royal Wedding,96.0,2006
Ask the Dust,117.0,2006
V for Vendetta,132.0,2006
She's the Man,105.0,2006
Thank You for Smoking,92.0,2005
Find Me Guilty,125.0,2006
Inside Man,129.0,2006
Tsotsi,94.0,2005
Aquamarine,104.0,2006
The Illustrated Man,103.0,1969
Leprechaun 2,85.0,1994
Leprechaun 3,90.0,1995
Leprechaun 4: In Space,95.0,1996
Leprechaun in the Hood,90.0,2000
The Dark at the Top of the Stairs,124.0,1960
Story of a Love Affair,98.0,1950
The Man Who Sued God,97.0,2001
Lights in the Dusk,78.0,2006
Kummeli Stories,86.0,1995
Stranger on the Third Floor,64.0,1940
The Hills Have Eyes,107.0,2006
The Shaggy Dog,98.0,2006
A Personal Journey with Martin Scorsese Through American Movies,225.0,1995
Inspector Clouseau,96.0,1968
Son of the Pink Panther,93.0,1993
Unknown White Male,88.0,2005
The Lives of Others,137.0,2006
The Red and the White,90.0,1967
Fatty Drives the Bus,82.0,1999
City on Fire,98.0,1987
"Goodbye South, Goodbye",116.0,1996
Nanook of the North,79.0,1922
Don't Torture a Duckling,102.0,1972
Resurrection,103.0,1980
Youth of the Beast,92.0,1963
Go Tell the Spartans,114.0,1978
They Call Me Mister Tibbs!,108.0,1970
Take the Lead,108.0,2006
The Lacemaker,107.0,1977
The Devil and Daniel Johnston,110.0,2005
L’argent,85.0,1983
The Trial of Joan of Arc,65.0,1962
Mouchette,81.0,1967
The Caiman,112.0,2006
Lucky Number Slevin,110.0,2006
The Wild Blue Yonder,81.0,2005
Wheel of Time,81.0,2003
Riot On!,78.0,2004
Volver,121.0,2006
The N Word,0.0,2006
Akeelah and the Bee,112.0,2006
Lisbela and the Prisoner,106.0,2003
Brainstorm,74.0,2001
Urban Legends: Bloody Mary,93.0,2005
Larry the Cable Guy: Health Inspector,89.0,2006
Stay Alive,100.0,2006
Annie Oakley,90.0,1935
Basic Instinct 2,114.0,2006
Brick,110.0,2005
The Brothers Lionheart,102.0,1977
The Dead Hate the Living!,90.0,2000
Evil Aliens,93.0,2006
Santa's Slay,78.0,2005
The Dark Hours,80.0,2005
This Film Is Not Yet Rated,98.0,2006
Fragile,101.0,2005
ATL,105.0,2006
The Brotherhood of Justice,97.0,1986
Slither,95.0,2006
The Benchwarmers,80.0,2006
Phat Girlz,99.0,2006
Renaissance,105.0,2006
Go for Zucker,136.0,2005
The Curse of the Werewolf,93.0,1961
Dead Fish,94.0,2005
Friends with Money,88.0,2006
The King Is Dancing,115.0,2000
Keane,90.0,2004
Reefer Madness: The Movie Musical,109.0,2005
I Love Your Work,111.0,2003
Beauty and the Bastard,102.0,2005
Dementia,56.0,1955
Magic,107.0,1978
Candy,116.0,2006
Secrets of a Soul,97.0,1926
The Child,95.0,2005
9/11,128.0,2002
"Lacombe, Lucien",138.0,1974
Hoot,91.0,2006
Where the Red Fern Grows,97.0,1974
Scary Movie 4,83.0,2006
Hard Candy,103.0,2005
Dead Birds,91.0,2004
La Chinoise,96.0,1967
Shutter,97.0,2004
A Prairie Home Companion,105.0,2006
Even Money,113.0,2006
The Chess Players,129.0,1977
Pinocchio and the Emperor of the Night,83.0,1987
Corvette Summer,105.0,1978
The Sentinel,108.0,2006
Mirage,108.0,1965
The President's Last Bang,102.0,2005
The Wild,94.0,2006
My Brother's Wife,89.0,2005
Silent Hill,125.0,2006
Battle in Heaven,96.0,2005
American Dreamz,107.0,2006
Hôtel du Nord,95.0,1938
Irresistible,103.0,2006
Mata Hari,89.0,1931
23,99.0,1998
Kinky Boots,107.0,2005
The Glass Key,85.0,1942
The Protector,108.0,2005
Mission: Impossible III,126.0,2006
The Wayward Cloud,114.0,2005
Die Nibelungen: Siegfried,140.0,1924
Die Nibelungen: Kriemhild's Revenge,129.0,1924
The Coast Guard,96.0,2002
RV,99.0,2006
United 93,111.0,2006
Stick It,105.0,2006
Secret Beyond the Door,99.0,1948
Man Push Cart,87.0,2005
The World,143.0,2005
Soldier Blue,112.0,1970
Footlight Parade,104.0,1933
LolliLove,64.0,2004
An American Haunting,83.0,2005
Down in the Valley,112.0,2005
The Hidden Blade,132.0,2004
Over the Hedge,83.0,2006
Art School Confidential,102.0,2006
Poseidon,99.0,2006
The Da Vinci Code,149.0,2006
X-Men: The Last Stand,104.0,2006
The Break-Up,106.0,2006
Peaceful Warrior,120.0,2006
Twelve and Holding,90.0,2005
Wah-Wah,120.0,2005
Keeping Up with the Steins,90.0,2006
Cars,117.0,2006
Wassup Rockers,111.0,2005
The Lost City,144.0,2005
Standing Still,90.0,2005
Carlito's Way: Rise to Power,100.0,2005
Conspirators of Pleasure,83.0,1996
Tall in the Saddle,87.0,1944
Beyond a Reasonable Doubt,80.0,1956
Sinbad of the Seven Seas,93.0,1989
The Earth Is a Sinful Song,104.0,1973
Shanghai Dreams,123.0,2005
Vera Cruz,94.0,1954
The Notorious Bettie Page,91.0,2005
The Mechanik,94.0,2005
Parting Glances,90.0,1986
Game 6,87.0,2005
American Gun,95.0,2005
Marilyn Hotchkiss' Ballroom Dancing & Charm School,103.0,2006
On a Clear Day,98.0,2005
The Omen,110.0,2006
The King,105.0,2005
Nacho Libre,92.0,2006
The Lake House,99.0,2006
Click,107.0,2006
The Seventh Victim,71.0,1943
Bleak Moments,111.0,1971
Edvard Munch,221.0,1974
The Ace of Hearts,75.0,1921
The Devil Wears Prada,109.0,2006
Pirates of the Caribbean: Dead Man's Chest,151.0,2006
"You, Me and Dupree",108.0,2006
Clerks II,97.0,2006
Lady in the Water,110.0,2006
My Super Ex-Girlfriend,95.0,2006
Tammy and the Bachelor,89.0,1957
Lady on a Train,94.0,1945
Nightmare Castle,104.0,1965
Let It Be,81.0,1970
"Farewell, Home Sweet Home",118.0,1999
See No Evil,84.0,2006
Marie Antoinette,123.0,2006
Lady in the Lake,105.0,1947
Trial on the Road,96.0,1971
Who Killed the Electric Car?,92.0,2006
The Miracle of Bern,118.0,2003
The Mother and the Whore,217.0,1973
An Inconvenient Truth,100.0,2006
Test Pilot,118.0,1938
Career Opportunities,83.0,1991
Hollow Man II,91.0,2006
Chuck Berry: Hail! Hail! Rock 'n' Roll,120.0,1987
Psych-Out,101.0,1968
National Lampoon's Cattle Call,83.0,2006
Sister Kenny,116.0,1946
Mountain Patrol,85.0,2004
High School Musical,98.0,2006
Ice Bound - A Woman's Survival at the South Pole,120.0,2003
Drawing Restraint 9,135.0,2005
Crossing the Bridge: The Sound of Istanbul,90.0,2005
I Am a Sex Addict,98.0,2005
Lower City,98.0,2005
Forever Mine,115.0,1999
The War Within,93.0,2005
The Ax,122.0,2005
Adam & Steve,99.0,2006
Beyond the Rocks,80.0,1922
Bob the Butler,90.0,2005
Jack Frost 2: Revenge of the Mutant Killer Snowman,91.0,2000
Stoned,102.0,2005
Marked Woman,96.0,1937
Running,102.0,1979
Blessed Event,80.0,1932
Fearless,103.0,2006
Susan Lenox (Her Fall and Rise),76.0,1931
The Adjuster,102.0,1992
The Fast and the Furious: Tokyo Drift,104.0,2006
Garfield: A Tail of Two Kitties,78.0,2006
Metal: A Headbanger's Journey,91.0,2005
Summer in Berlin,105.0,2005
The Public Eye,99.0,1992
The Bribe,98.0,1949
Without Love,111.0,1945
Waist Deep,97.0,2006
The Sheriff and the Satellite Kid,88.0,1979
Triple Cross,140.0,1966
Mouth to Mouth,101.0,2005
Mad Dog Morgan,102.0,1976
Spite Marriage,76.0,1929
Superman Returns,154.0,2006
Edward II,90.0,1991
The Road to Guantanamo,95.0,2006
Leonard Cohen: I'm Your Man,98.0,2006
Edmond,82.0,2005
The Oh in Ohio,88.0,2006
Little Miss Sunshine,102.0,2006
Brothers of the Head,93.0,2005
